CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU
17850,M,Chicago,12,16679,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16680,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16696,1/1/2019,GGOENEBQ078999
17850,M,Chicago,12,16699,1/1/2019,GGOENEBQ079099
17850,M,Chicago,12,16700,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16701,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16702,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16703,1/1/2019,GGOENEBQ079099
17850,M,Chicago,12,16704,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16710,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16713,1/1/2019,GGOENEBQ078999
17850,M,Chicago,12,16719,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16720,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16720,1/1/2019,GGOENEBQ078999
17850,M,Chicago,12,16721,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16722,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16722,1/1/2019,GGOENEBQ078999
17850,M,Chicago,12,16723,1/1/2019,GGOENEBB078899
17850,M,Chicago,12,16723,1/1/2019,GGOENEBQ078999
17850,M,Chicago,12,16724,1/1/2019,GGOENEBB078899
17850,M,Chicago,12,16725,1/1/2019,GGOENEBB078899
17850,M,Chicago,12,16727,1/1/2019,GGOENEBB078899
17850,M,Chicago,12,16731,1/1/2019,GGOENEBQ078999
13047,M,California,43,16684,1/1/2019,GGOENEBQ078999
13047,M,California,43,16684,1/1/2019,GGOENEBQ079199
13047,M,California,43,16688,1/1/2019,GGOENEBB078899
13047,M,California,43,16689,1/1/2019,GGOENEBJ079499
12583,M,Chicago,33,16694,1/1/2019,GGOENEBB078899
15100,M,California,49,16712,1/1/2019,GGOENEBJ079499
14688,F,New York,46,16732,1/1/2019,GGOENEBJ079499
14688,F,New York,46,16733,1/1/2019,GGOENEBB078899
14688,F,New York,46,16736,1/1/2019,GGOENEBJ079499
17850,M,Chicago,12,16879,1/3/2019,GGOENEBJ079499
17850,M,Chicago,12,16880,1/3/2019,GGOENEBQ078999
17850,M,Chicago,12,16881,1/3/2019,GGOENEBJ079499
17850,M,Chicago,12,16882,1/3/2019,GGOENEBJ079499
17850,M,Chicago,12,16883,1/3/2019,GGOENEBJ079499
17850,M,Chicago,12,16886,1/3/2019,GGOENEBQ078999
12431,F,New Jersey,14,16819,1/3/2019,GGOENEBJ079499
12431,F,New Jersey,14,16819,1/3/2019,GGOENEBQ079199
12431,F,New Jersey,14,16822,1/3/2019,GGOENEBQ079099
12431,F,New Jersey,14,16823,1/3/2019,GGOENEBJ079499
12431,F,New Jersey,14,16825,1/3/2019,GGOENEBB078899
17511,F,Chicago,25,16826,1/3/2019,GGOENEBJ079499
17511,F,Chicago,25,16830,1/3/2019,GGOENEBJ079499
17511,F,Chicago,25,16833,1/3/2019,GGOENEBJ079499
17511,F,Chicago,25,16835,1/3/2019,GGOENEBQ078999
17511,F,Chicago,25,16836,1/3/2019,GGOENEBJ079499
17511,F,Chicago,25,16836,1/3/2019,GGOENEBQ079199
17511,F,Chicago,25,16837,1/3/2019,GGOENEBQ078999
17511,F,Chicago,25,16842,1/3/2019,GGOENEBJ079499
17548,M,Chicago,50,16844,1/3/2019,GGOENEBQ078999
17548,M,Chicago,50,16846,1/3/2019,GGOENEBJ079499
17548,M,Chicago,50,16847,1/3/2019,GGOENEBB078899
13705,F,Chicago,39,16849,1/3/2019,GGOENEBQ078999
13705,F,Chicago,39,16851,1/3/2019,GGOENEBJ079499
13705,F,Chicago,39,16853,1/3/2019,GGOENEBB078899
13705,F,Chicago,39,16854,1/3/2019,GGOENEBJ079499
13705,F,Chicago,39,16856,1/3/2019,GGOENEBQ079099
13747,F,Chicago,21,16857,1/3/2019,GGOENEBJ079499
13408,M,Chicago,30,16859,1/3/2019,GGOENEBJ079499
13408,M,Chicago,30,16861,1/3/2019,GGOENEBQ078999
13408,M,Chicago,30,16863,1/3/2019,GGOENEBJ079499
13408,M,Chicago,30,16865,1/3/2019,GGOENEBQ079199
13767,F,Chicago,29,16869,1/3/2019,GGOENEBJ079499
13767,F,Chicago,29,16869,1/3/2019,GGOENEBQ079099
13767,F,Chicago,29,16870,1/3/2019,GGOENEBJ079499
13767,F,Chicago,29,16871,1/3/2019,GGOENEBJ079499
13767,F,Chicago,29,16872,1/3/2019,GGOENEBJ079499
13767,F,Chicago,29,16874,1/3/2019,GGOENEBB078899
13767,F,Chicago,29,16875,1/3/2019,GGOENEBJ079499
13767,F,Chicago,29,16876,1/3/2019,GGOENEBJ079499
17924,M,New Jersey,26,16888,1/3/2019,GGOENEBJ079499
13448,F,California,41,16890,1/3/2019,GGOENEBQ078999
13448,F,California,41,16896,1/3/2019,GGOENEBQ078999
13448,F,California,41,16897,1/3/2019,GGOENEBJ079499
15862,F,California,24,16907,1/3/2019,GGOENEBJ079499
15862,F,California,24,16910,1/3/2019,GGOENEBQ078999
15862,F,California,24,16912,1/3/2019,GGOENEBQ079099
15862,F,California,24,16914,1/3/2019,GGOENEBB078899
15862,F,California,24,16915,1/3/2019,GGOENEBB078899
15862,F,California,24,16916,1/3/2019,GGOENEBQ079099
15862,F,California,24,16917,1/3/2019,GGOENEBJ079499
15862,F,California,24,16918,1/3/2019,GGOENEBB078899
15862,F,California,24,16918,1/3/2019,GGOENEBJ079499
15862,F,California,24,16919,1/3/2019,GGOENEBJ079499
15862,F,California,24,16920,1/3/2019,GGOENEBQ079099
15862,F,California,24,16920,1/3/2019,GGOENEBQ079199
15862,F,California,24,16923,1/3/2019,GGOENEBJ079499
15862,F,California,24,16924,1/3/2019,GGOENEBJ079499
15862,F,California,24,16925,1/3/2019,GGOENEBJ079499
15862,F,California,24,16926,1/3/2019,GGOENEBB078899
15862,F,California,24,16926,1/3/2019,GGOENEBQ078999
15862,F,California,24,16928,1/3/2019,GGOENEBJ079499
15862,F,California,24,16929,1/3/2019,GGOENEBQ078999
15862,F,California,24,16930,1/3/2019,GGOENEBQ078999
15862,F,California,24,16931,1/3/2019,GGOENEBJ079499
15862,F,California,24,16932,1/3/2019,GGOENEBB078899
15862,F,California,24,16934,1/3/2019,GGOENEBB078899
15862,F,California,24,16935,1/3/2019,GGOENEBB078899
15862,F,California,24,16938,1/3/2019,GGOENEBQ079199
15862,F,California,24,16939,1/3/2019,GGOENEBQ078999
15862,F,California,24,16939,1/3/2019,GGOENEBQ079099
15862,F,California,24,16942,1/3/2019,GGOENEBJ079499
15862,F,California,24,16943,1/3/2019,GGOENEBJ079499
15862,F,California,24,16946,1/3/2019,GGOENEBB078899
15862,F,California,24,16947,1/3/2019,GGOENEBJ079499
15862,F,California,24,16948,1/3/2019,GGOENEBJ079499
15862,F,California,24,16949,1/3/2019,GGOENEBQ079099
15862,F,California,24,16949,1/3/2019,GGOENEBQ079199
15862,F,California,24,16950,1/3/2019,GGOENEBJ079499
15862,F,California,24,16951,1/3/2019,GGOENEBQ079199
15513,F,Chicago,21,16952,1/3/2019,GGOENEBQ078999
15513,F,Chicago,21,16953,1/3/2019,GGOENEBJ079499
15513,F,Chicago,21,16955,1/3/2019,GGOENEBQ079099
12791,F,Washington DC,26,16957,1/3/2019,GGOENEBB078899
16218,M,Chicago,40,16958,1/3/2019,GGOENEBJ079499
16218,M,Chicago,40,16959,1/3/2019,GGOENEBB078899
16218,M,Chicago,40,16959,1/3/2019,GGOENEBQ078999
16218,M,Chicago,40,16960,1/3/2019,GGOENEBJ079499
16218,M,Chicago,40,16963,1/3/2019,GGOENEBQ078999
16218,M,Chicago,40,16964,1/3/2019,GGOENEBB078899
16218,M,Chicago,40,16964,1/3/2019,GGOENEBJ079499
16218,M,Chicago,40,16964,1/3/2019,GGOENEBQ078999
16218,M,Chicago,40,16966,1/3/2019,GGOENEBQ079099
16218,M,Chicago,40,16969,1/3/2019,GGOENEBB078899
16218,M,Chicago,40,16969,1/3/2019,GGOENEBQ078999
16218,M,Chicago,40,16971,1/3/2019,GGOENEBJ079499
16218,M,Chicago,40,16971,1/3/2019,GGOENEBQ079099
16218,M,Chicago,40,16972,1/3/2019,GGOENEBJ079499
16218,M,Chicago,40,16975,1/3/2019,GGOENEBB079299
16218,M,Chicago,40,16975,1/3/2019,GGOENEBJ079499
16218,M,Chicago,40,16976,1/3/2019,GGOENEBB078899
16218,M,Chicago,40,16976,1/3/2019,GGOENEBQ078999
16218,M,Chicago,40,16980,1/3/2019,GGOENEBQ079099
17850,M,Chicago,12,16984,1/4/2019,GGOENEBJ079499
17850,M,Chicago,12,16984,1/4/2019,GGOENEBQ079199
17850,M,Chicago,12,16987,1/4/2019,GGOENEBJ079499
16218,M,Chicago,40,16982,1/4/2019,GGOENEBB078899
16218,M,Chicago,40,16982,1/4/2019,GGOENEBQ078999
14307,F,California,28,16994,1/4/2019,GGOENEBJ079499
14307,F,California,28,17000,1/4/2019,GGOENEBQ078999
14307,F,California,28,17003,1/4/2019,GGOENEBJ079499
14307,F,California,28,17004,1/4/2019,GGOENEBJ079499
14307,F,California,28,17006,1/4/2019,GGOENEBJ079499
14307,F,California,28,17009,1/4/2019,GGOENEBQ079099
14307,F,California,28,17009,1/4/2019,GGOENEBQ079199
14307,F,California,28,17010,1/4/2019,GGOENEBJ079499
14307,F,California,28,17011,1/4/2019,GGOENEBJ079499
14307,F,California,28,17014,1/4/2019,GGOENEBQ078999
14307,F,California,28,17019,1/4/2019,GGOENEBB078899
14307,F,California,28,17020,1/4/2019,GGOENEBJ079499
14307,F,California,28,17021,1/4/2019,GGOENEBJ079499
14307,F,California,28,17022,1/4/2019,GGOENEBB078899
14307,F,California,28,17022,1/4/2019,GGOENEBJ079499
14307,F,California,28,17022,1/4/2019,GGOENEBQ078999
17908,F,California,15,17023,1/4/2019,GGOENEBJ079499
17908,F,California,15,17024,1/4/2019,GGOENEBJ079499
17908,F,California,15,17025,1/4/2019,GGOENEBQ078999
17908,F,California,15,17026,1/4/2019,GGOENEBB078899
17908,F,California,15,17031,1/4/2019,GGOENEBB078899
17908,F,California,15,17034,1/4/2019,GGOENEBB078899
17908,F,California,15,17035,1/4/2019,GGOENEBQ078999
17908,F,California,15,17038,1/4/2019,GGOENEBJ079499
17908,F,California,15,17039,1/4/2019,GGOENEBB078899
17908,F,California,15,17040,1/4/2019,GGOENEBQ078999
17908,F,California,15,17044,1/4/2019,GGOENEBJ079499
17908,F,California,15,17046,1/4/2019,GGOENEBJ079499
17908,F,California,15,17049,1/4/2019,GGOENEBQ078999
17908,F,California,15,17054,1/4/2019,GGOENEBJ079499
17908,F,California,15,17055,1/4/2019,GGOENEBQ078999
17908,F,California,15,17056,1/4/2019,GGOENEBJ079499
17908,F,California,15,17057,1/4/2019,GGOENEBJ079499
17908,F,California,15,17057,1/4/2019,GGOENEBQ079199
17908,F,California,15,17060,1/4/2019,GGOENEBJ079499
17908,F,California,15,17061,1/4/2019,GGOENEBQ078999
17908,F,California,15,17063,1/4/2019,GGOENEBJ079499
17908,F,California,15,17064,1/4/2019,GGOENEBJ079499
17920,F,California,18,17066,1/4/2019,GGOENEBB078899
17920,F,California,18,17068,1/4/2019,GGOENEBB078899
17920,F,California,18,17068,1/4/2019,GGOENEBQ079099
17920,F,California,18,17072,1/4/2019,GGOENEBQ078999
17920,F,California,18,17073,1/4/2019,GGOENEBJ079499
17920,F,California,18,17074,1/4/2019,GGOENEBQ078999
17920,F,California,18,17074,1/4/2019,GGOENEBQ079099
17920,F,California,18,17075,1/4/2019,GGOENEBJ079499
17920,F,California,18,17076,1/4/2019,GGOENEBB078899
17920,F,California,18,17077,1/4/2019,GGOENEBJ079499
17920,F,California,18,17082,1/4/2019,GGOENEBB078899
17920,F,California,18,17083,1/4/2019,GGOENEBB078899
17920,F,California,18,17084,1/4/2019,GGOENEBQ078999
17920,F,California,18,17085,1/4/2019,GGOENEBQ078999
17920,F,California,18,17087,1/4/2019,GGOENEBQ079099
17920,F,California,18,17088,1/4/2019,GGOENEBQ078999
17920,F,California,18,17090,1/4/2019,GGOENEBQ078999
17920,F,California,18,17094,1/4/2019,GGOENEBB078899
17920,F,California,18,17094,1/4/2019,GGOENEBQ078999
17920,F,California,18,17095,1/4/2019,GGOENEBB078899
17920,F,California,18,17096,1/4/2019,GGOENEBQ078999
17850,M,Chicago,12,18018,1/16/2019,GGOENEBQ078999
17850,M,Chicago,12,18020,1/16/2019,GGOENEBB078899
13065,F,Chicago,32,17949,1/16/2019,GGOENEBJ079499
14606,F,Chicago,33,17954,1/16/2019,GGOENEBJ079499
14606,F,Chicago,33,17955,1/16/2019,GGOENEBJ079499
14606,F,Chicago,33,17956,1/16/2019,GGOENEBQ079099
14606,F,Chicago,33,17957,1/16/2019,GGOENEBJ079499
14606,F,Chicago,33,17959,1/16/2019,GGOENEBQ079099
14606,F,Chicago,33,17960,1/16/2019,GGOENEBJ079499
14606,F,Chicago,33,17961,1/16/2019,GGOENEBB078899
14606,F,Chicago,33,17962,1/16/2019,GGOENEBQ079099
14606,F,Chicago,33,17965,1/16/2019,GGOENEBJ079499
14606,F,Chicago,33,17967,1/16/2019,GGOENEBQ078999
14606,F,Chicago,33,17970,1/16/2019,GGOENEBB078899
14606,F,Chicago,33,17971,1/16/2019,GGOENEBB078899
14606,F,Chicago,33,17973,1/16/2019,GGOENEBB078899
14606,F,Chicago,33,17974,1/16/2019,GGOENEBQ079199
14606,F,Chicago,33,17975,1/16/2019,GGOENEBJ079499
14606,F,Chicago,33,17976,1/16/2019,GGOENEBB078899
14606,F,Chicago,33,17976,1/16/2019,GGOENEBJ079499
14606,F,Chicago,33,17978,1/16/2019,GGOENEBJ079499
14606,F,Chicago,33,17983,1/16/2019,GGOENEBQ079099
14606,F,Chicago,33,17983,1/16/2019,GGOENEBQ079199
14606,F,Chicago,33,17984,1/16/2019,GGOENEBB078899
13576,M,New York,23,17988,1/16/2019,GGOENEBJ079499
13576,M,New York,23,17994,1/16/2019,GGOENEBJ079499
13576,M,New York,23,17995,1/16/2019,GGOENEBQ078999
18011,M,California,7,17996,1/16/2019,GGOENEBQ079099
18011,M,California,7,17996,1/16/2019,GGOENEBQ079199
18011,M,California,7,17998,1/16/2019,GGOENEBQ078999
18011,M,California,7,18001,1/16/2019,GGOENEBQ078999
18011,M,California,7,18002,1/16/2019,GGOENEBJ079499
18011,M,California,7,18004,1/16/2019,GGOENEBQ079099
18011,M,California,7,18005,1/16/2019,GGOENEBJ079499
18011,M,California,7,18006,1/16/2019,GGOENEBB078899
18011,M,California,7,18007,1/16/2019,GGOENEBJ079499
18011,M,California,7,18008,1/16/2019,GGOENEBJ079499
13090,M,New Jersey,4,18011,1/16/2019,GGOENEBB078899
13090,M,New Jersey,4,18012,1/16/2019,GGOENEBJ079499
13090,M,New Jersey,4,18012,1/16/2019,GGOENEBQ079199
15694,F,New York,41,18013,1/16/2019,GGOENEBQ079199
15694,F,New York,41,18014,1/16/2019,GGOENEBJ079499
15694,F,New York,41,18015,1/16/2019,GGOENEBB078899
15694,F,New York,41,18015,1/16/2019,GGOENEBJ079499
15694,F,New York,41,18015,1/16/2019,GGOENEBQ078999
17850,M,Chicago,12,18021,1/17/2019,GGOENEBJ079499
17850,M,Chicago,12,18022,1/17/2019,GGOENEBQ079099
17850,M,Chicago,12,18023,1/17/2019,GGOENEBJ079499
17850,M,Chicago,12,18025,1/17/2019,GGOENEBQ079099
17850,M,Chicago,12,18027,1/17/2019,GGOENEBB078899
17850,M,Chicago,12,18029,1/17/2019,GGOENEBQ078999
17850,M,Chicago,12,18030,1/17/2019,GGOENEBQ078999
17850,M,Chicago,12,18034,1/17/2019,GGOENEBB078899
17850,M,Chicago,12,18035,1/17/2019,GGOENEBJ079499
17850,M,Chicago,12,18036,1/17/2019,GGOENEBB078899
17850,M,Chicago,12,18073,1/17/2019,GGOENEBB078899
17850,M,Chicago,12,18074,1/17/2019,GGOENEBJ079499
17850,M,Chicago,12,18076,1/17/2019,GGOENEBB078899
17850,M,Chicago,12,18076,1/17/2019,GGOENEBQ078999
17850,M,Chicago,12,18077,1/17/2019,GGOENEBJ079499
17850,M,Chicago,12,18077,1/17/2019,GGOENEBQ078999
17850,M,Chicago,12,18078,1/17/2019,GGOENEBJ079499
17850,M,Chicago,12,18080,1/17/2019,GGOENEBQ078999
17850,M,Chicago,12,18095,1/17/2019,GGOENEBJ079499
17850,M,Chicago,12,18096,1/17/2019,GGOENEBJ079499
17850,M,Chicago,12,18097,1/17/2019,GGOENEBB078899
17850,M,Chicago,12,18097,1/17/2019,GGOENEBQ078999
17850,M,Chicago,12,18101,1/17/2019,GGOENEBJ079499
14741,M,California,32,18037,1/17/2019,GGOENEBB078899
14741,M,California,32,18037,1/17/2019,GGOENEBQ079099
14741,M,California,32,18039,1/17/2019,GGOENEBJ079499
13715,M,California,23,18047,1/17/2019,GGOENEBJ079499
13715,M,California,23,18048,1/17/2019,GGOENEBB078899
13715,M,California,23,18049,1/17/2019,GGOENEBQ079199
13715,M,California,23,18050,1/17/2019,GGOENEBJ079499
13715,M,California,23,18051,1/17/2019,GGOENEBQ078999
13715,M,California,23,18052,1/17/2019,GGOENEBJ079499
13715,M,California,23,18052,1/17/2019,GGOENEBQ078999
13715,M,California,23,18053,1/17/2019,GGOENEBJ079499
13715,M,California,23,18054,1/17/2019,GGOENEBJ079499
13715,M,California,23,18055,1/17/2019,GGOENEBJ079499
17732,F,Chicago,8,18057,1/17/2019,GGOENEBJ079499
17732,F,Chicago,8,18059,1/17/2019,GGOENEBJ079499
17732,F,Chicago,8,18060,1/17/2019,GGOENEBQ079099
17732,F,Chicago,8,18062,1/17/2019,GGOENEBQ078999
17732,F,Chicago,8,18063,1/17/2019,GGOENEBB078899
17732,F,Chicago,8,18067,1/17/2019,GGOENEBQ078999
17732,F,Chicago,8,18069,1/17/2019,GGOENEBB078899
17732,F,Chicago,8,18069,1/17/2019,GGOENEBJ079499
12855,F,New York,33,18069,1/17/2019,GGOENEBQ078999
12855,F,New York,33,18070,1/17/2019,GGOENEBQ078999
12855,F,New York,33,18071,1/17/2019,GGOENEBJ079499
15752,F,New York,27,18090,1/17/2019,GGOENEBB078899
15752,F,New York,27,18090,1/17/2019,GGOENEBQ078999
15752,F,New York,27,18091,1/17/2019,GGOENEBB078899
15752,F,New York,27,18092,1/17/2019,GGOENEBB078899
15752,F,New York,27,18092,1/17/2019,GGOENEBQ078999
15752,F,New York,27,18093,1/17/2019,GGOENEBJ079499
17855,F,New York,13,18103,1/17/2019,GGOENEBJ079499
17855,F,New York,13,18104,1/17/2019,GGOENEBB078899
17855,F,New York,13,18105,1/17/2019,GGOENEBQ078999
17855,F,New York,13,18106,1/17/2019,GGOENEBB078899
17855,F,New York,13,18106,1/17/2019,GGOENEBQ078999
17855,F,New York,13,18106,1/17/2019,GGOENEBQ079099
17855,F,New York,13,18111,1/17/2019,GGOENEBJ079499
17855,F,New York,13,18111,1/17/2019,GGOENEBQ078999
13941,F,New York,38,18117,1/17/2019,GGOENEBB078899
13941,F,New York,38,18118,1/17/2019,GGOENEBJ079499
13941,F,New York,38,18120,1/17/2019,GGOENEBJ079499
13941,F,New York,38,18121,1/17/2019,GGOENEBQ078999
13941,F,New York,38,18122,1/17/2019,GGOENEBB078899
17017,M,California,40,18124,1/17/2019,GGOENEBB078899
17017,M,California,40,18124,1/17/2019,GGOENEBQ078999
17017,M,California,40,18124,1/17/2019,GGOENEBQ079099
17017,M,California,40,18124,1/17/2019,GGOENEBQ079199
17017,M,California,40,18125,1/17/2019,GGOENEBJ079499
17017,M,California,40,18128,1/17/2019,GGOENEBQ078999
17017,M,California,40,18130,1/17/2019,GGOENEBB078899
17017,M,California,40,18134,1/17/2019,GGOENEBQ078999
17017,M,California,40,18137,1/17/2019,GGOENEBB078899
14135,F,Chicago,21,18139,1/17/2019,GGOENEBB078899
14135,F,Chicago,21,18139,1/17/2019,GGOENEBQ078999
14135,F,Chicago,21,18141,1/17/2019,GGOENEBB078899
17850,M,Chicago,12,18210,1/18/2019,GGOENEBQ078999
17850,M,Chicago,12,18212,1/18/2019,GGOENEBB078899
17850,M,Chicago,12,18214,1/18/2019,GGOENEBQ078999
17850,M,Chicago,12,18214,1/18/2019,GGOENEBQ079199
17850,M,Chicago,12,18217,1/18/2019,GGOENEBB078899
17850,M,Chicago,12,18218,1/18/2019,GGOENEBQ079099
17850,M,Chicago,12,18220,1/18/2019,GGOENEBQ078999
17850,M,Chicago,12,18222,1/18/2019,GGOENEBB078899
17850,M,Chicago,12,18222,1/18/2019,GGOENEBJ079499
17850,M,Chicago,12,18222,1/18/2019,GGOENEBQ079099
17850,M,Chicago,12,18223,1/18/2019,GGOENEBB078899
17850,M,Chicago,12,18226,1/18/2019,GGOENEBB078899
17850,M,Chicago,12,18228,1/18/2019,GGOENEBB078899
17850,M,Chicago,12,18230,1/18/2019,GGOENEBB078899
17850,M,Chicago,12,18233,1/18/2019,GGOENEBJ079499
17850,M,Chicago,12,18233,1/18/2019,GGOENEBQ079099
17850,M,Chicago,12,18235,1/18/2019,GGOENEBB078899
15601,F,Chicago,46,18156,1/18/2019,GGOENEBJ079499
15601,F,Chicago,46,18157,1/18/2019,GGOENEBQ078999
15601,F,Chicago,46,18158,1/18/2019,GGOENEBJ079499
15601,F,Chicago,46,18160,1/18/2019,GGOENEBJ079499
15601,F,Chicago,46,18162,1/18/2019,GGOENEBQ079099
15601,F,Chicago,46,18162,1/18/2019,GGOENEBQ079199
15601,F,Chicago,46,18164,1/18/2019,GGOENEBQ078999
15601,F,Chicago,46,18165,1/18/2019,GGOENEBB078899
15601,F,Chicago,46,18165,1/18/2019,GGOENEBQ078999
15601,F,Chicago,46,18165,1/18/2019,GGOENEBQ079099
15601,F,Chicago,46,18166,1/18/2019,GGOENEBJ079499
15601,F,Chicago,46,18168,1/18/2019,GGOENEBB078899
15601,F,Chicago,46,18168,1/18/2019,GGOENEBJ079499
15601,F,Chicago,46,18169,1/18/2019,GGOENEBB078899
15601,F,Chicago,46,18173,1/18/2019,GGOENEBJ079499
15601,F,Chicago,46,18173,1/18/2019,GGOENEBQ079099
15601,F,Chicago,46,18175,1/18/2019,GGOENEBJ079499
15601,F,Chicago,46,18176,1/18/2019,GGOENEBQ078999
15601,F,Chicago,46,18177,1/18/2019,GGOENEBQ078999
15601,F,Chicago,46,18186,1/18/2019,GGOENEBB078899
15601,F,Chicago,46,18186,1/18/2019,GGOENEBQ078999
13418,F,New York,22,18189,1/18/2019,GGOENEBB078899
13418,F,New York,22,18189,1/18/2019,GGOENEBQ078999
13418,F,New York,22,18191,1/18/2019,GGOENEBB078899
13418,F,New York,22,18193,1/18/2019,GGOENEBB078899
13418,F,New York,22,18194,1/18/2019,GGOENEBJ079499
13418,F,New York,22,18196,1/18/2019,GGOENEBJ079499
13418,F,New York,22,18197,1/18/2019,GGOENEBJ079499
13418,F,New York,22,18198,1/18/2019,GGOENEBB078899
14766,M,New York,24,18198,1/18/2019,GGOENEBJ079499
15658,M,Chicago,24,18200,1/18/2019,GGOENEBB078899
15658,M,Chicago,24,18202,1/18/2019,GGOENEBJ079499
15658,M,Chicago,24,18203,1/18/2019,GGOENEBJ079499
15658,M,Chicago,24,18206,1/18/2019,GGOENEBB078899
15658,M,Chicago,24,18207,1/18/2019,GGOENEBQ079099
14388,F,California,6,18240,1/18/2019,GGOENEBJ079499
14388,F,California,6,18244,1/18/2019,GGOENEBB078899
14388,F,California,6,18244,1/18/2019,GGOENEBQ078999
14901,F,Chicago,4,18249,1/18/2019,GGOENEBJ079499
14901,F,Chicago,4,18252,1/18/2019,GGOENEBB078899
14901,F,Chicago,4,18252,1/18/2019,GGOENEBJ079499
14901,F,Chicago,4,18253,1/18/2019,GGOENEBQ078999
14901,F,Chicago,4,18254,1/18/2019,GGOENEBQ078999
14901,F,Chicago,4,18254,1/18/2019,GGOENEBQ079199
14901,F,Chicago,4,18255,1/18/2019,GGOENEBQ079099
14901,F,Chicago,4,18259,1/18/2019,GGOENEBB078899
14901,F,Chicago,4,18259,1/18/2019,GGOENEBQ078999
14901,F,Chicago,4,18260,1/18/2019,GGOENEBQ079099
14901,F,Chicago,4,18261,1/18/2019,GGOENEBQ078999
17850,M,Chicago,12,18492,1/21/2019,GGOENEBQ079099
17850,M,Chicago,12,18494,1/21/2019,GGOENEBQ078999
14491,F,California,6,18455,1/21/2019,GGOENEBJ079499
14060,F,Chicago,22,18458,1/21/2019,GGOENEBB079399
14060,F,Chicago,22,18460,1/21/2019,GGOENEBQ079099
15923,F,Chicago,34,18460,1/21/2019,GGOENEBQ079199
15923,F,Chicago,34,18462,1/21/2019,GGOENEBB078899
15923,F,Chicago,34,18462,1/21/2019,GGOENEBQ078999
15923,F,Chicago,34,18462,1/21/2019,GGOENEBQ079099
15923,F,Chicago,34,18463,1/21/2019,GGOENEBJ079499
15923,F,Chicago,34,18467,1/21/2019,GGOENEBJ079499
15923,F,Chicago,34,18468,1/21/2019,GGOENEBB078899
15923,F,Chicago,34,18472,1/21/2019,GGOENEBQ078999
15923,F,Chicago,34,18473,1/21/2019,GGOENEBJ079499
15923,F,Chicago,34,18474,1/21/2019,GGOENEBQ078999
15923,F,Chicago,34,18475,1/21/2019,GGOENEBQ079199
